"Date","Net_H5","Net_H10","Net_H15","Net_H20"
2018-01-12,8.73808342727234,8.73808342727234,8.73808342727234,8.73808342727234
2018-01-19,7.44228419064048,7.44228418910466,7.44228418910466,7.44228418910466
2018-01-26,6.51818757215253,6.51818756641428,6.51818756641428,6.51818756641428
2018-02-02,6.38724670536266,6.38724663347905,6.38724663347905,6.38724663347905
2018-02-09,6.75772940007275,6.75772937869551,6.75772937869551,6.75772937869551
2018-02-16,7.53239388233048,7.53239443272022,7.53239443272023,7.53239443272023
2018-02-23,6.87426474586246,6.87426575441635,6.87426575441643,6.87426575441643
2018-03-02,5.74051512750343,5.74051344912596,5.74051344912608,5.74051344912608
2018-03-09,3.66040954952304,3.66037801484816,3.66037801483858,3.66037801483858
2018-03-16,3.57102172553978,3.57096176202883,3.57096176199259,3.57096176199259
2018-03-23,1.07367317630676,1.07331059028752,1.07331058829141,1.0733105882914
2018-03-30,1.44712199096785,1.4468558624825,1.44685586099659,1.44685586099659
2018-04-06,1.46811127033476,1.46790589680452,1.46790589849217,1.46790589849223
2018-04-13,0.488597365583047,0.48813420290975,0.488134210684352,0.488134210685025
2018-04-20,0.778076078549578,0.776955026690697,0.776955005307691,0.7769550053073
2018-04-27,0.869851475613441,0.868483283071811,0.86848325217648,0.868483252175816
2018-05-04,1.26429203529711,1.26283397911321,1.26283394084582,1.26283394084488
2018-05-11,0.763037691422038,0.760272789961078,0.760272653302934,0.760272653296266
2018-05-18,2.46389620587242,2.46275645931964,2.46275642880064,2.46275642879947
2018-05-25,2.64815137718536,2.64979078570475,2.64979098571587,2.64979098573331
2018-06-01,6.1052328274214,6.10496784349311,6.10496783818193,6.1049678381818
2018-06-08,5.78411821575984,5.78338139768259,5.78338136233631,5.78338136233476
2018-06-15,5.94844084537093,5.94757533172581,5.94757527779392,5.94757527779102
2018-06-22,5.88732096077404,5.88581598276868,5.8858158633152,5.88581586330669
2018-06-29,6.01878170401458,6.0161622149265,6.01616189331079,6.01616189327472
2018-07-06,5.26435859491053,5.26226855694753,5.26226835447135,5.26226835445262
2018-07-13,6.23634262735459,6.23392851475066,6.23392818288222,6.23392818284198
2018-07-20,5.64452009999064,5.64295602925981,5.64295594554605,5.64295594554195
2018-07-27,5.91551011271751,5.91487149753883,5.91487146550794,5.91487146550659
2018-08-03,7.85855024329827,7.85772280040833,7.85772271835009,7.85772271834381
2018-08-10,8.09360505680371,8.08706443173488,8.08706281573862,8.08706281548725
2018-08-17,8.73583117659344,8.73584924726094,8.73584922135176,8.7358492213495
2018-08-24,7.778660755123,7.77784235727441,7.77784221594072,7.77784221592594
2018-08-31,6.53260295845958,6.53166802920775,6.53166787336539,6.53166787334841
2018-09-07,5.95864068369057,5.95691814861196,5.95691778401462,5.9569177839553
2018-09-14,4.37750951899063,4.37394643503449,4.37394566026868,4.37394566010715
2018-09-21,3.98701418665769,3.98146290397139,3.98146124229376,3.98146124178855
2018-09-28,3.58394840638669,3.57816712567281,3.57816542634712,3.57816542581277
2018-10-05,3.48205139312854,3.47452193744079,3.47451905963736,3.47451905848319
2018-10-12,3.33388601184789,3.32535825668788,3.32535462329271,3.32535462168567
2018-10-19,3.83531560969399,3.82781230584867,3.82780929049624,3.8278092893044
2018-10-26,3.98761555210623,3.97927808867282,3.97927413016693,3.97927412836999
2018-11-02,4.04148301550978,4.0333925841156,4.03338882142853,4.03338881981337
2018-11-09,3.76980447091185,3.76111999932451,3.76111555427832,3.7611155521761
2018-11-16,2.75517058254717,2.7481209115739,2.7481174585861,2.74811745708172
2018-11-23,2.85708877069169,2.85057657396037,2.85057410727812,2.85057410637397
2018-11-30,3.1221404390793,3.11664018592925,3.11663838515019,3.11663838457681
2018-12-07,3.34643688479493,3.34049391949562,3.34049140469081,3.34049140368005
2018-12-14,2.83781248317344,2.8275514931447,2.82754554037438,2.82754553697774
2018-12-21,2.1127491766373,2.09362212841929,2.09360242339606,2.09360240431297
2018-12-28,3.28462379688308,3.27922042259807,3.27921801937101,3.27921801840194
2019-01-04,3.33665757741925,3.33061720347672,3.3306137251753,3.3306137233377
2019-01-11,3.61551799731353,3.60960936059666,3.60960549982702,3.60960549757077
2019-01-18,3.58194231521824,3.57608465229237,3.57608089840397,3.57608089616475
2019-01-25,3.70699391401917,3.70419033626373,3.70418929714977,3.70418929666495
2019-02-01,3.68884452790554,3.68607929748466,3.68607797308208,3.68607797231153
2019-02-08,3.58002802237579,3.57675815223746,3.57675603389517,3.57675603233524
2019-02-15,4.43609733274521,4.44587764214196,4.44589407852454,4.44589409826564
2019-02-22,4.69259403913019,4.70233235595418,4.7023449547905,4.7023449672261
2019-03-01,3.79628991284027,3.80378669049811,3.80380052882965,3.80380054558035
2019-03-08,4.21938089285544,4.23532754251297,4.23535399787059,4.23535403340858
2019-03-15,4.30126368449585,4.32091697245868,4.32095445818426,4.32095451712938
2019-03-22,4.79677545529658,4.8272345256688,4.82731235121481,4.82731252226408
2019-03-29,5.27877252500435,5.3181418731234,5.31825642582565,5.31825673027411
2019-04-05,5.14154205697696,5.17967450162783,5.17977282241024,5.17977305981836
2019-04-12,5.79553399637256,5.83973534187079,5.8398650799492,5.83986543648027
2019-04-19,6.18873275151401,6.24272714369755,6.24291693644508,6.24291756315855
2019-04-26,6.33373636999781,6.39638031539949,6.39664280127779,6.39664382389324
2019-05-03,7.4817708981508,7.53543820781836,7.53561536519769,7.53561592197776
2019-05-10,7.30566962753795,7.35325085482105,7.35339517587918,7.3533955945233
2019-05-17,7.7055142257317,7.74895224289773,7.74907152380942,7.74907183161811
2019-05-24,8.48443992866005,8.5220260703243,8.52213211165227,8.52213238291505
2019-05-31,7.65908789324987,7.69200055014991,7.69208215262399,7.69208234040037
2019-06-07,7.85029077623847,7.88179949266125,7.88187711618612,7.88187729562904
2019-06-14,7.90397678528521,7.93799008120585,7.93806771468615,7.93806792227242
2019-06-21,7.59854888294757,7.62034288714924,7.62036139913732,7.62036143325964
2019-06-28,7.64401405703005,7.66362743687264,7.66364945583328,7.66364948797609
2019-07-05,7.89459803016329,7.91497224461941,7.91499789381114,7.91499793468875
2019-07-12,7.32497072789354,7.34371863819286,7.34373985132123,7.34373988646495
2019-07-19,7.50507397964435,7.52602557857933,7.5260530411611,7.5260530805896
2019-07-26,7.83332172939956,7.86107978047071,7.86112428139425,7.86112435865409
2019-08-02,8.074549222886,8.10778211376833,8.10784431257549,8.10784443783216
2019-08-09,7.31638115375192,7.34472074826638,7.34476926319429,7.34476935198283
2019-08-16,7.96602574821796,7.99650959422611,7.9965587088306,7.99655879684048
2019-08-23,7.80710884798062,7.83574294981881,7.83578403997604,7.83578410740003
2019-08-30,8.56467166444026,8.6013271907596,8.60139375326171,8.60139388962316
2019-09-06,8.91543549099264,8.96062004137832,8.96072184937989,8.96072210370847
2019-09-13,8.48203798096801,8.52246640178944,8.52254598647851,8.52254616474565
2019-09-20,8.1247011862199,8.16692196687806,8.16701099148013,8.16701119924872
2019-09-27,9.29331068970911,9.34644344295499,9.34658088104269,9.34658127264744
2019-10-04,9.39136205323412,9.45491051291857,9.4551016278953,9.45510225466529
2019-10-11,8.74427365599527,8.81299000990194,8.81323378958209,8.81323471193135
2019-10-18,8.63491663842404,8.71305671515868,8.71338748292621,8.71338893456043
2019-10-25,8.84610015105857,8.9382200542832,8.93867794823955,8.93868029400898
2019-11-01,9.03508165006281,9.13479966929168,9.13534963317025,9.13535274220374
2019-11-08,9.98507013916256,10.0990446432789,10.0997657671953,10.0997704337357
2019-11-15,10.7928847792536,10.9252298516246,10.9261926382241,10.9261997877003
2019-11-22,10.955017547148,11.1071968252177,11.1084744240709,11.1084853519433
2019-11-29,10.9238633844413,11.0909926116454,11.0926082720088,11.0926239705112
2019-12-06,11.0993181236299,11.2861838403593,11.2881811173124,11.2882027313171
2019-12-13,11.3674471751626,11.5852205885325,11.5879276648582,11.5879617117552
2019-12-20,10.2776119694214,10.5381157008543,10.541848545765,10.5419040690843
2019-12-27,11.0872058069588,11.241997523653,11.2432555009531,11.2432662482004
2020-01-03,9.86861594941364,10.0573001833561,10.0591551617878,10.0591741424197
2020-01-10,10.2521063516357,10.4561745568173,10.4584637604475,10.4584905350482
2020-01-17,10.7440757269339,10.9838680787383,10.9870633506471,10.9871076264374
2020-01-24,10.8185916142634,11.0832562292823,11.0871612829923,11.0872211379528
2020-01-31,10.0521377268557,10.1655050639966,10.1661324857098,10.166136288642
2020-02-07,6.66768385330453,6.70427746734331,6.70435338260934,6.70435354283844
2020-02-14,6.29968524119255,6.3357949789346,6.33587010410109,6.33587026299502
2020-02-21,6.33056944441718,6.37037728542004,6.37046907314131,6.3704692882003
2020-02-28,6.17381917524644,6.19910086640842,6.19914141610022,6.19914148213268
2020-03-06,6.52687389372771,6.55425650833669,6.55430258835827,6.55430266689315
2020-03-13,8.03391497273897,8.08571502543068,8.0858682009391,8.08586865989987
2020-03-20,24.5259507603061,24.8799876443646,24.8864902506899,24.8866149069639
2020-03-27,21.54714927781,21.5536461824958,21.553650021286,21.5536500235114
2020-04-03,19.1593751540801,19.1657923831776,19.1657959734244,19.1657959753981
2020-04-10,19.2462685400925,19.2524068049337,19.2524099564917,19.2524099580719
2020-04-17,19.1665972130711,19.1735122088534,19.1735163317076,19.1735163341071
2020-04-24,19.0684239011294,19.0754943940299,19.0754987080015,19.0754987105705
2020-05-01,18.8247322805507,18.8332049769326,18.8332116057657,18.8332116108575
2020-05-08,18.9260276749413,18.9345131403228,18.934520027111,18.9345200326047
2020-05-15,18.582211627959,18.5849741064947,18.5849746609446,18.5849746610518
2020-05-22,18.3637693594864,18.363919706301,18.3639197088453,18.3639197088454
2020-05-29,18.4877178743601,18.4878379477638,18.4878379495813,18.4878379495814
2020-06-05,17.9305920437173,17.930760744967,17.9307607478033,17.9307607478033
2020-06-12,18.9072397265675,18.9073285442142,18.9073285445873,18.9073285445873
2020-06-19,19.4737673908783,19.4739006627691,19.4739006644562,19.4739006644562
2020-06-26,19.4906564171022,19.4907883189545,19.4907883205143,19.4907883205143
2020-07-03,19.5137752938728,19.5139224777477,19.5139224796018,19.5139224796019
2020-07-10,19.2468452794777,19.2469420520598,19.2469420528761,19.2469420528761
2020-07-17,18.8410993843867,18.8411772371765,18.8411772377645,18.8411772377645
2020-07-24,18.6270901432955,18.6271761750314,18.6271761757967,18.6271761757968
2020-07-31,18.5281910015487,18.5282730325676,18.5282730332778,18.5282730332778
2020-08-07,18.2102473165906,18.2103247649303,18.2103247655285,18.2103247655285
2020-08-14,17.9477963130589,17.9478589732609,17.9478589735418,17.9478589735419
2020-08-21,18.0012348561892,18.0012859655278,18.0012859654385,18.0012859654385
2020-08-28,17.6409326016207,17.6409959333521,17.6409959336698,17.6409959336698
2020-09-04,17.2854475376185,17.2855411704585,17.2855411713061,17.2855411713061
2020-09-11,17.2706533317184,17.2707414651302,17.2707414659475,17.2707414659475
2020-09-18,17.4260171751137,17.4261237980587,17.4261237991248,17.4261237991248
2020-09-25,17.3852779441044,17.3853431039002,17.3853431043265,17.3853431043265
2020-10-02,17.3210297083265,17.3210944889123,17.3210944894354,17.3210944894354
2020-10-09,17.0672315587273,17.0673085666183,17.0673085673364,17.0673085673364
2020-10-16,16.892211791804,16.8922568062059,16.8922568062339,16.8922568062339
2020-10-23,16.8296489976183,16.8296727228889,16.8296727224048,16.8296727224048
2020-10-30,16.6328402277579,16.6328798572648,16.6328798568525,16.6328798568525
2020-11-06,16.7256560031864,16.725743217982,16.7257432191527,16.7257432191527
2020-11-13,16.6995616772172,16.6997121159762,16.699712118176,16.6997121181761
2020-11-20,16.6502288394546,16.6503978436663,16.6503978464587,16.6503978464588
2020-11-27,16.5792293091802,16.5793784499024,16.5793784526034,16.5793784526034
2020-12-04,16.4807086481401,16.4808183137377,16.4808183158231,16.4808183158232
2020-12-11,16.6765934857358,16.6767691798628,16.6767691828958,16.6767691828958
2020-12-18,16.7271707957865,16.7273654964445,16.7273654999642,16.7273654999643
2020-12-25,16.7957370342808,16.7959478132164,16.7959478168611,16.7959478168612
2021-01-01,16.8182500921828,16.818476237698,16.8184762418878,16.8184762418879
2021-01-08,16.8796422770904,16.8798863993058,16.8798864041624,16.8798864041625
2021-01-15,16.417948628323,16.4182179200852,16.4182179260879,16.418217926088
2021-01-22,16.3520204279378,16.3524213433211,16.3524213562198,16.3524213562202
2021-01-29,16.2258515531867,16.2262784541128,16.2262784682428,16.2262784682433
2021-02-05,16.3764071849328,16.3768766152098,16.3768766313189,16.3768766313194
2021-02-12,16.5442612306403,16.5447206738119,16.544720690522,16.5447206905226
2021-02-19,16.812110376597,16.8121590898505,16.8121590894582,16.8121590894582
2021-02-26,17.0599192186604,17.0605059912564,17.0605060140415,17.0605060140424
2021-03-05,17.2108856006352,17.211503172641,17.2115031993406,17.2115031993417
2021-03-12,17.4931362981929,17.4937478771173,17.4937479044173,17.4937479044184
2021-03-19,17.3226895554097,17.3233470558546,17.3233470862017,17.323347086203
2021-03-26,17.0231768915511,17.0238677822817,17.0238678156001,17.0238678156016
2021-04-02,17.0020178515969,17.002695144068,17.002695175983,17.0026951759844
2021-04-09,16.7448954888451,16.7455770075975,16.7455770400596,16.745577040061
2021-04-16,17.1631003629165,17.1639750439678,17.1639750927673,17.1639750927699
2021-04-23,17.0887950272055,17.0895245741105,17.0895246065435,17.0895246065448
2021-04-30,17.3541071086609,17.3550192994394,17.3550193491328,17.3550193491354
2021-05-07,17.2862580770498,17.2872287050852,17.2872287632037,17.287228763207
2021-05-14,17.5352982893869,17.5361888972548,17.5361889482361,17.5361889482388
2021-05-21,17.0894057870214,17.0902284515666,17.090228496088,17.0902284960902
2021-05-28,16.8718068765402,16.8726219394548,16.8726219858694,16.8726219858718
2021-06-04,17.0999809934196,17.1010065373651,17.1010066020354,17.1010066020393
2021-06-11,16.5379370850442,16.539082337992,16.5390824159335,16.5390824159386
2021-06-18,16.6271250286512,16.6283890505345,16.6283891500052,16.6283891500125
2021-06-25,15.9466548349122,15.9480135479419,15.948013664185,15.9480136641944
2021-07-02,14.8310133000681,14.8322839163337,14.8322840545465,14.8322840545593
2021-07-09,14.2686647273995,14.2675328990479,14.2675326589339,14.2675326589001
2021-07-16,14.9282398306495,14.9285894370637,14.9285895226858,14.9285895227011
2021-07-23,14.9192942441736,14.9199566166412,14.9199567889683,14.9199567890018
2021-07-30,14.7486337968466,14.7494683301718,14.7494685506139,14.7494685506588
2021-08-06,14.5632183324894,14.5643654431007,14.5643657598026,14.564365759869
2021-08-13,14.8000351660873,14.8013583061799,14.8013587390338,14.8013587391378
2021-08-20,14.3028024921364,14.3048214738275,14.3048220590054,14.3048220591347
2021-08-27,13.1263960666848,13.1285393802742,13.1285398358165,13.1285398358969
2021-09-03,12.2531294401662,12.2534530342554,12.2534531886295,12.2534531886694
2021-09-10,12.0747500749274,12.0721693343236,12.0721689543269,12.0721689542744
2021-09-17,11.4428104343516,11.4312541960145,11.4312448951699,11.4312448887392
2021-09-24,11.8321682464536,11.8296914000844,11.8296906568942,11.8296906566765
2021-10-01,11.4282793643557,11.4286392233255,11.4286395073798,11.4286395074948
2021-10-08,11.8279745905494,11.8307676103699,11.8307690652854,11.8307690657722
2021-10-15,11.8713643967143,11.8741461144923,11.8741477109725,11.8741477115395
2021-10-22,11.4269251210134,11.4292403363393,11.4292422150646,11.4292422158705
2021-10-29,11.9849858104418,11.9855907846524,11.9855928046335,11.9855928056877
2021-11-05,12.1733468911023,12.1761919103387,12.1761948090179,12.1761948105028
2021-11-12,12.288652245356,12.2919518668325,12.2919552312431,12.2919552330699
2021-11-19,12.989451860778,12.9948413844151,12.9948461865812,12.9948461894875
2021-11-26,11.7443453337766,11.7494701919728,11.7494751015874,11.7494751046781
2021-12-03,10.8758899422012,10.8813089983517,10.8813130306947,10.8813130327666
2021-12-10,9.44002029406405,9.44554498520124,9.44554889641296,9.44554889836055
2021-12-17,10.011670511838,10.0165520264173,10.016556975793,10.0165569787738
2021-12-24,10.1503929417886,10.157074874802,10.1570804432728,10.1570804468869
2021-12-31,10.7765326856555,10.7839741385429,10.7839806747307,10.7839806792825
2022-01-07,11.0598605301047,11.0660825900294,11.0660874749564,11.0660874779133
2022-01-14,11.454857909409,11.4619840547053,11.4619889092367,11.4619889120325
2022-01-21,11.3059103255465,11.3139097567963,11.3139156707503,11.3139156745041
2022-01-28,11.3951119809591,11.4033411029488,11.4033471997587,11.4033472036576
2022-02-04,10.6858723165943,10.6903302845035,10.6903324000866,10.6903324008784
2022-02-11,9.10992461522631,9.12026147496366,9.12027011022772,9.1202701167344
2022-02-18,8.41054691842475,8.42415833478213,8.42417656199618,8.42417658479421
2022-02-25,8.41561618901983,8.42560694526679,8.42561509431987,8.42561510039453
2022-03-04,18.9040397408015,18.9251399503893,18.925161958754,18.9251619807267
2022-03-11,17.0881954835248,17.1747631732891,17.1751427211152,17.1751443765624
2022-03-18,17.4065374860036,17.407875097409,17.4078750933313,17.4078750933311
2022-03-25,17.6712312003099,17.6723871045013,17.6723870974809,17.6723870974808
2022-04-01,18.0728096376424,18.0738865649481,18.0738865517009,18.0738865517007
2022-04-08,18.4255281171072,18.4266472496044,18.4266472363705,18.4266472363703
2022-04-15,18.4771911752801,18.4781795204584,18.4781795030798,18.4781795030796
2022-04-22,18.2272183253418,18.2279888756265,18.2279888523365,18.2279888523362
2022-04-29,18.1392927860175,18.1400929836686,18.1400929542921,18.1400929542917
2022-05-06,17.7337632448038,17.7342412827052,17.7342412425017,17.7342412425011
2022-05-13,17.6393833020507,17.640050488518,17.640050451973,17.6400504519721
2022-05-20,17.1830768916495,17.1838842822959,17.1838842476765,17.1838842476757
2022-05-27,17.7377367122528,17.7390869773168,17.7390869554587,17.7390869554578
2022-06-03,17.8642898371561,17.8658907559986,17.8658907654332,17.8658907654331
2022-06-10,16.9164127737028,16.9183927277907,16.9183927372129,16.9183927372128
2022-06-17,16.7607092590794,16.7622164828719,16.762216479377,16.7622164793769
2022-06-24,16.469580331953,16.4714743309363,16.4714743368089,16.471474336809
2022-07-01,16.2335784728036,16.2354089361275,16.235408947632,16.2354089476321
2022-07-08,16.5521295356697,16.5540271618705,16.5540271750817,16.5540271750818
2022-07-15,15.9368449051647,15.9380215735774,15.9380215721912,15.9380215721913
2022-07-22,14.4797924593993,14.4806258538623,14.4806258522561,14.4806258522561
2022-07-29,14.2600355556294,14.2609923226744,14.2609923261264,14.2609923261264
2022-08-05,14.507283053927,14.5083834985771,14.5083835044312,14.5083835044312
2022-08-12,14.5956070174858,14.5966408836712,14.5966408880704,14.5966408880704
2022-08-19,14.5610507388954,14.5621379936358,14.5621379984589,14.5621379984589
2022-08-26,14.3194794829165,14.3206183868317,14.3206183929231,14.3206183929231
2022-09-02,13.6448202281102,13.6459231193285,13.6459231236474,13.6459231236474
2022-09-09,13.1957799217645,13.1970859222961,13.1970859261129,13.1970859261131
2022-09-16,13.5895473690624,13.5908992158039,13.5908992215706,13.5908992215708
2022-09-23,13.526087588597,13.5274104359953,13.5274104436864,13.5274104436866
2022-09-30,14.2872605180247,14.2914463057273,14.2914464294515,14.2914464294528
2022-10-07,14.1094307174735,14.1111710389538,14.1111710492816,14.1111710492817
2022-10-14,14.1065748775496,14.1084379175879,14.108437930454,14.108437930454
2022-10-21,14.1182078003181,14.1197510730221,14.1197510778799,14.1197510778799
2022-10-28,13.9066911875342,13.9081159871516,13.9081159917876,13.9081159917877
2022-11-04,13.9521431014111,13.9535305506478,13.9535305547877,13.9535305547878
2022-11-11,13.5874572424554,13.5888905220397,13.5888905265383,13.5888905265384
2022-11-18,13.4425814195223,13.4440385487256,13.4440385528596,13.4440385528597
2022-11-25,13.2721707270715,13.2736325666446,13.2736325711183,13.2736325711184
2022-12-02,13.2194029125109,13.2213776699949,13.2213776829341,13.2213776829341
2022-12-09,13.3853710106502,13.3872096795739,13.3872096842827,13.3872096842828
2022-12-16,12.2909021666531,12.2928459089326,12.2928459259024,12.2928459259024
2022-12-23,12.2311891640798,12.2329839011763,12.2329839149339,12.2329839149339
2022-12-30,12.2961161710488,12.2978683278691,12.2978683415735,12.2978683415736
2023-01-06,12.3837473811487,12.3855335178787,12.385533526445,12.385533526445
2023-01-13,12.2392990111916,12.2411282543862,12.2411282639172,12.2411282639172
2023-01-20,12.8296905938012,12.8314304579082,12.831430467486,12.831430467486
2023-01-27,12.7690156527717,12.7707591185411,12.7707591280796,12.7707591280796
2023-02-03,12.5829740953154,12.5846089644061,12.5846089726014,12.5846089726014
2023-02-10,12.2794512320679,12.2816565745904,12.2816566009684,12.2816566009685
2023-02-17,12.2276630856848,12.2294860079824,12.22948601827,12.22948601827
2023-02-24,12.1471387245938,12.1491834143245,12.1491834305317,12.1491834305317
2023-03-03,11.9295781316658,11.9315196813038,11.9315196986637,11.9315196986637
2023-03-10,12.0104282649223,12.0122330589751,12.0122330723868,12.0122330723869
2023-03-17,11.8457974852437,11.8475402403239,11.8475402565105,11.8475402565105
2023-03-24,12.0441215471982,12.0452755885399,12.0452755938673,12.0452755938673
2023-03-31,10.6670504627391,10.669604140572,10.6696042119847,10.6696042119862
2023-04-07,10.9650685784452,10.9664404651135,10.9664404728101,10.9664404728102
2023-04-14,11.3000465498107,11.3014596300436,11.3014596371284,11.3014596371284
2023-04-21,10.8958067579422,10.8971770000071,10.8971770122179,10.897177012218
2023-04-28,10.8529892152684,10.8543001859793,10.8543001931798,10.8543001931799
2023-05-05,10.5693921111514,10.5702434414299,10.5702434461021,10.5702434461021
2023-05-12,10.4963884753805,10.4972285068577,10.4972285116914,10.4972285116914
2023-05-19,10.495806528568,10.496656369931,10.496656374702,10.496656374702
2023-05-26,10.4877851616963,10.4887984337086,10.4887984421859,10.488798442186
2023-06-02,10.2311870528458,10.2320192641636,10.2320192703568,10.2320192703568
2023-06-09,10.3682144725238,10.3691473925066,10.3691474013858,10.3691474013859
2023-06-16,9.95151207510372,9.95241377510979,9.95241378291982,9.95241378291989
2023-06-23,12.6731327742012,12.6739527405208,12.6739527489615,12.6739527489616
2023-06-30,11.2275594561837,11.2276515523635,11.2276515524046,11.2276515524046
2023-07-07,10.7052350565665,10.7053654704365,10.7053654705476,10.7053654705476
2023-07-14,10.3580079788428,10.3580123335936,10.3580123335884,10.3580123335884
2023-07-21,9.72267643502184,9.72261554567927,9.72261554508713,9.72261554508712
2023-07-28,8.21437091164966,8.20404702329226,8.2040380502301,8.2040380424628
2023-08-04,9.2024906480752,9.20212506347367,9.20212505419334,9.20212505419312
2023-08-11,8.86047799018259,8.86009133172955,8.86009132123782,8.86009132123756
2023-08-18,8.57909390615705,8.57870123740631,8.57870122639266,8.57870122639237
2023-08-25,8.5365136101012,8.53613640677173,8.53613639668306,8.53613639668281
2023-09-01,8.48975949301714,8.48935528610547,8.48935527423786,8.48935527423752
2023-09-08,8.3923298789199,8.39191587855441,8.39191586635754,8.39191586635719
2023-09-15,8.67503452551518,8.67461381615808,8.67461380275644,8.67461380275604
2023-09-22,8.68131839299038,8.68089006917005,8.68089005488811,8.68089005488766
2023-09-29,8.69863752348373,8.69819872051653,8.69819870505697,8.69819870505645
2023-10-06,8.74592511981023,8.74548502665164,8.74548501108795,8.74548501108743
2023-10-13,8.81802560351896,8.8175883973832,8.81758838144098,8.81758838144043
2023-10-20,8.66973571245089,8.66933260880733,8.66933259556148,8.66933259556107
2023-10-27,8.77052641042641,8.77011897203524,8.77011895841542,8.77011895841499
2023-11-03,8.80677228380963,8.80637616570566,8.80637615275036,8.80637615274996
2023-11-10,8.7561565329962,8.75580473099908,8.75580472112762,8.75580472112736
2023-11-17,8.63358911498009,8.63321082196645,8.63321081051687,8.63321081051654
2023-11-24,11.9170641863654,11.9166945056527,11.916694494604,11.9166944946037
2023-12-01,6.01749473255307,6.01709399394926,6.01709398186746,6.01709398186711
2023-12-08,6.06329146479008,6.06295796605216,6.06295795737785,6.06295795737763
2023-12-15,6.27291469965139,6.27258039600033,6.27258038735855,6.27258038735833
2023-12-22,6.3953561239941,6.39507126671872,6.3950712597184,6.39507125971824
2023-12-29,6.25949019893798,6.2592788969154,6.25927889296907,6.259278892969
2024-01-05,6.33372503887913,6.33351118029266,6.33351117629144,6.33351117629137
2024-01-12,6.26761647889833,6.26742248457375,6.26742248141817,6.26742248141812
2024-01-19,6.24988249164233,6.24968591427342,6.24968591094681,6.24968591094676
2024-01-26,6.39392314023805,6.39373356428739,6.39373356114523,6.39373356114518
2024-02-02,6.46382783046956,6.46363918835822,6.46363918523457,6.46363918523452
2024-02-09,6.38753434635772,6.38735273657979,6.38735273380044,6.3873527338004
2024-02-16,6.28592727117326,6.2857387534306,6.28573875056373,6.28573875056369
2024-02-23,6.00573646124171,6.00554224353593,6.00554224046566,6.00554224046561
2024-03-01,5.95624421594032,5.95604869172922,5.95604868864797,5.95604868864793
2024-03-08,6.00676757342145,6.00660989970024,6.00660989779818,6.00660989779816
2024-03-15,5.56115059860802,5.56103239856043,5.5610323974902,5.56103239749019
2024-03-22,4.96650179841807,4.96639686419602,4.96639686328549,4.96639686328548
2024-03-29,5.15161408233744,5.15151198974864,5.15151198890006,5.15151198890006
2024-04-05,5.1229203290921,5.12283954881412,5.12283954831829,5.12283954831829
2024-04-12,4.72268528272497,4.72261835246825,4.7226183521178,4.7226183521178
2024-04-19,4.67583772772973,4.67576068917467,4.67576068864481,4.67576068864481
2024-04-26,4.84254912511678,4.84247144811014,4.84247144756638,4.84247144756638
2024-05-03,4.78869610194652,4.78862648758732,4.78862648713175,4.78862648713175
2024-05-10,4.78273305705078,4.78265051691031,4.78265051626906,4.78265051626906
2024-05-17,4.50684413014802,4.50675245220276,4.50675245143851,4.5067524514385
2024-05-24,4.57104287970222,4.57095448899849,4.57095448825719,4.57095448825718
2024-05-31,4.64751936115354,4.64745980176559,4.64745980141568,4.64745980141568
2024-06-07,4.71393462966608,4.71389685741937,4.71389685722284,4.71389685722284
2024-06-14,4.63298474494959,4.63294731668887,4.6329473165115,4.6329473165115
2024-06-21,4.65622474450604,4.6561875812237,4.65618758105733,4.65618758105733
2024-06-28,5.07086320391451,5.07082582198584,5.07082582181247,5.07082582181247
2024-07-05,4.96775097763925,4.96771364972382,4.96771364954615,4.96771364954615
2024-07-12,4.72650799870864,4.72647482546726,4.72647482530226,4.72647482530226
2024-07-19,4.78500002007596,4.78498308394431,4.78498308385299,4.78498308385299
2024-07-26,4.68932837725934,4.6893103562221,4.68931035611568,4.68931035611568
2024-08-02,4.76345172910606,4.76343128427864,4.76343128419286,4.76343128419286
2024-08-09,4.78334425683096,4.78332524088684,4.78332524080783,4.78332524080783
2024-08-16,4.65127697174601,4.65125821431721,4.6512582142491,4.6512582142491
2024-08-23,5.16588699033183,5.16587551750386,5.16587551747455,5.16587551747455
